N°Obs;1. Copiez ci-dessous l'extrait que vous trouvez problématique;"2. En option, si vous le souhaitez : quel est selon vous le type de problème?  (Vous pouvez cocher plusieurs réponses. Si vous ne savez pas que répondre, cochez ""autres"").";3. Autres :;4. En option, si vous le souhaitez : merci de localiser ce qui vous parait problématique dans l'extrait et d'indiquer pourquoi.;5. Pour finir, merci de préciser le niveau (ex. Licence1, Master 2 etc.), le contexte (ex. IUT Info-com, Master MEEF-PE), et le genre (ex. dissertation, mémoire, devoir d'analyse type CRPE etc.). Si vos étudiants n'ont pas pour langue maternelle le français, merci de l'indiquer aussi.;6. Clé;7. Date de saisie;8. Date de dernière modification;9. Date de dernier enregistrement;10. Temps de saisie;11. Langue;12. Origine;13. Appareil utilisé pour la saisie;14. Progression
759;Nous pouvons voir que César corrompe la République.;Orthographe;;Emploi erroné du subjonctif au lieu de l’indicatif dans une relative;L1-L2 histoire;H4AM-NWFN;31/01/2019 09:28:14;;31/01/2019 09:31:32;197,3735645;FR;Direct;PC;Terminé
760;d’autres s’exilent, d’autres compati la mort du seigneur ;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;9EUC-K858;31/01/2019 09:31:33;;31/01/2019 09:31:55;21,9914333;FR;Direct;PC;Terminé
761;En acquérissant ;Orthographe;;Emploi erroné d’un radical tonique au lieu du radical atone dans la forme du gérondif;L1-L2 histoire;YW3A-MMVR;31/01/2019 09:31:56;;31/01/2019 09:33:05;68,7900551;FR;Direct;PC;Terminé
762;En conquirant;Orthographe;;Orthographe erronée du radical;L1-L2 histoire;V4FA-F2JV;31/01/2019 09:33:06;;31/01/2019 09:33:25;18,430673;FR;Direct;PC;Terminé
763;Les dirigents essaie de fair une administration arabisé;Orthographe;;Terminaison erronée P3 infinitif;L1-L2 histoire;XFZS-GJGH;31/01/2019 09:33:26;;31/01/2019 09:33:56;30,0616132;FR;Direct;PC;Terminé
764;La flotte vainquera les Perses;Orthographe;;Terminaison erronée P3 futur simple;L1-L2 histoire;TBCN-748F;31/01/2019 09:33:57;;31/01/2019 09:34:32;34,7788767;FR;Direct;PC;Terminé
765;Le testament prévois d'abord des dons d'argent;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;99CJ-2EWL;31/01/2019 09:34:33;;31/01/2019 09:34:59;26,0303751;FR;Direct;PC;Terminé
766;Dans les chroniques, l’amitié renvoit au fidèles de traités.;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;CNTA-DM45;31/01/2019 09:35:01;;31/01/2019 09:36:53;112,4289122;FR;Direct;PC;Terminé
767;Ces mots gardent leur forme jusqu’a aujourd’hui, alors qu’ils renvoyent à une réalité totalement autre.;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;AEXW-32MN;31/01/2019 09:36:54;;31/01/2019 09:37:06;11,9661218;FR;Direct;PC;Terminé
768;La loi navale attribut les profits des mines du Laurion à la construction de trières;Orthographe;;Emploi erroné d’un nom déverbal au lieu de la forme verbale de la P3;L1-L2 histoire;6WVT-XUNQ;31/01/2019 09:37:07;;31/01/2019 09:37:49;42,3050267;FR;Direct;PC;Terminé
769;Tout d'abord, le cortège funéraire s'inscrient dans cet élitisme aristocratique. ;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;X8TA-MTFR;31/01/2019 09:37:50;;31/01/2019 09:41:38;227,4423392;FR;Direct;PC;Terminé
770;Suite à l'assassinat de César en – 44 après un complot, douze années de guerres civiles s'ensuient;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;BMXD-R9FP;31/01/2019 09:41:39;;31/01/2019 09:41:56;16,5806064;FR;Direct;PC;Terminé
771;A sa mort en l'an 14 de notre ère, il laisse derrière lui un immense territoire qui s'étant de la Maurétanie à la Syrie;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;SPQN-FPFS;31/01/2019 09:41:57;;31/01/2019 09:42:22;24,9944602;FR;Direct;PC;Terminé
772;Cette phrase de Dion Cassius est très révélatrice de la nature de « monarchie déguisée » du Principat et de la fiction républicaine qu'Auguste s'efforcat de maintenir au cours de son règne;Orthographe;;"Terminaison erronée P3 passé simple
Orthographe erronée du radical";L1-L2 histoire;BNZ9-KJP7;31/01/2019 09:42:24;;31/01/2019 09:43:04;40,3284507;FR;Direct;PC;Terminé
773;Ainsi, le sénat ne votèrent pas la damnatio memoriae mais ils choisisèrent de le diviniser;Orthographe;;Terminaison erronée P6 passé simple;L1-L2 histoire;QNKB-PEMA;31/01/2019 09:43:05;;31/01/2019 09:43:21;16,4373305;FR;Direct;PC;Terminé
774;Ces matériaux très précieux qui sont utilisés servent à montrer, à exposer à tout le monde une grande richesse acquérie par Auguste;Orthographe;;Terminaison erronée du participe passé;L1-L2 histoire;ATLC-WR6Z;31/01/2019 09:43:23;;31/01/2019 09:46:29;186,2446888;FR;Direct;PC;Terminé
775;Cette phrase renvoit au moment où le Sénat et le peuple romain donna à Octave le surnom augustus en 27 av. J.-C ;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;Y2UN-8HNM;31/01/2019 09:46:30;;31/01/2019 09:46:49;18,7653785;FR;Direct;PC;Terminé
776;D'après l'éloge de Tibère, il aurait en effet était mandater par le populus romanus;Orthographe;;Terminaison erronée du participe passé;L1-L2 histoire;STK3-S7TE;31/01/2019 09:46:51;;31/01/2019 09:47:24;32,6956677;FR;Direct;PC;Terminé
777;Ce lien peu symboliser le lien existant (...) ;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;BNN6-7R2T;31/01/2019 09:47:26;;31/01/2019 09:47:43;17,8232024;FR;Direct;PC;Terminé
778;On peu donc dire que le texte illustre les fondements du régime ;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;VUPP-BXP2;31/01/2019 09:47:44;;31/01/2019 09:48:06;21,8270196;FR;Direct;PC;Terminé
779;Ils romptent;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;CL8C-2LBA;31/01/2019 09:48:07;;31/01/2019 09:48:24;17,4160759;FR;Direct;PC;Terminé
780;Salamine est une bataille de la 2° guerre médique qui opposat les Grecques au perse;Orthographe;;Terminaison erronée P3 passé simple;L1-L2 histoire;Y5R6-W4VM;31/01/2019 09:48:25;;31/01/2019 09:49:22;56,7509382;FR;Direct;PC;Terminé
781;L’amitié signifit à cette époque être proche d’un être. L’idée de l’amour est incorporée dans la notion d’amitié mais c’est un amour non charnel, il exclu le désir.;Orthographe;;Terminaison erronée P3 passé simple;L1-L2 histoire;MTCV-3ZGJ;31/01/2019 09:49:26;;31/01/2019 09:49:55;29,1431609;FR;Direct;PC;Terminé
782;L’amitié signifit à cette époque être proche d’un être. L’idée de l’amour est incorporée dans la notion d’amitié mais c’est un amour non charnel, il exclu le désir.;Orthographe;;Terminaison erronée P3 passé simple;L1-L2 histoire;JD2S-293H;31/01/2019 09:49:56;;31/01/2019 09:50:17;21,220979;FR;Direct;PC;Terminé
783;Il y eu de nombreuses destructions connues de documents. Ce fût en particulier le cas de documents considérés comme banaux.;Orthographe;;"Terminaison erronée P3 passé simple
Terminaison erronée P3 passé simple";L1-L2 histoire;VU6P-KT99;31/01/2019 09:50:18;;31/01/2019 09:50:37;18,9561509;FR;Direct;PC;Terminé
784;Le roi de Castille a également conquéri la ville de Séville.;Orthographe;;Terminaison erronée du participe passé;L1-L2 histoire;34HR-SWGN;31/01/2019 09:50:38;;31/01/2019 09:50:59;21,1007198;FR;Direct;PC;Terminé
785;Le document renvoit à une phase particulière de l’histoire de la servitude.;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;8FXU-JNTY;31/01/2019 09:51:01;;31/01/2019 09:51:26;25,6415763;FR;Direct;PC;Terminé
786;On peut voir en quoi cet édition essait de rester le plus proche possible de l’original.;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;LHN4-M889;31/01/2019 09:51:27;;31/01/2019 09:51:46;18,354222;FR;Direct;PC;Terminé
787;Le document édité constitut un bon aperçu de…;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;VQKB-WXVP;31/01/2019 09:51:46;;31/01/2019 09:52:02;16,0008588;FR;Direct;PC;Terminé
788;Le monde Franc renvoit au peuple dit Barbare des Francs;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;4R6P-X3U9;31/01/2019 09:52:04;;31/01/2019 09:52:25;21,3525985;FR;Direct;PC;Terminé
789;Cette société de chevalerie établi une hiérarchie plutôt faible.;Orthographe;;Terminaison erronée P3 présent indicatif;L1-L2 histoire;RK8E-H92X;31/01/2019 09:52:26;;31/01/2019 09:52:58;31,6016701;FR;Direct;PC;Terminé
790;César oeuvre pour sont peuple;Orthographe;;Ajout erroné d’un « t » au déterminant possessif masculin;L1-L2 histoire;YRUF-6774;31/01/2019 09:52:59;;31/01/2019 09:58:52;352,3198565;FR;Direct;PC;Terminé
791;Athènes impose sont impérialisme ;Orthographe;;Ajout erroné d’un « t » au déterminant possessif masculin;L1-L2 histoire;BAP5-P69X;31/01/2019 10:02:33;;31/01/2019 10:02:51;18,6075581;FR;Direct;PC;Terminé
792;sa absence;Orthographe;;Accord erroné déterminant-nom en genre;L1-L2 histoire;SFBL-MG84;31/01/2019 10:02:53;;31/01/2019 10:05:08;135,7906881;FR;Direct;PC;Terminé
793;Il fait assassiné ces opposant politique comme le consul Bibulus descendut sur le forum, qui lui s’opposait à la loie sur les terres;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;QBQT-XDD6;31/01/2019 10:05:11;;31/01/2019 10:07:27;136,3379385;FR;Direct;PC;Terminé
794;A Sparte, la femme peut tromper sont maris avec d’autres hommes ;Orthographe;;"Ajout erroné d’un « t » au déterminant possessif masculin
Terminaison erronée du participe passé 
";L1-L2 histoire;73CH-UBCG;31/01/2019 10:07:28;;31/01/2019 10:08:03;35,5325779;FR;Direct;PC;Terminé
795;Une partie de l'empereur, son numen et son génie son divinisés;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;U3LJ-EFSJ;31/01/2019 10:08:04;;31/01/2019 10:08:55;50,8542851;FR;Direct;PC;Terminé
796;La ville de Sparte est une ville difficilement à étudier car nous n’avons aucune source Lacédémonien et les autre sources son athénien;Orthographe;;Terminaison erronée P6 présent indicatif;L1-L2 histoire;59RJ-K63S;31/01/2019 10:08:56;;31/01/2019 10:09:10;13,9264348;FR;Direct;PC;Terminé
797;La loi agraire permet aux plus pauvres de se constituer un patrimoine foncier et leurs donne la possibilité de s’enrichir ;Orthographe;;Orthographe erronée du clitique COI;L1-L2 histoire;426H-46FX;31/01/2019 10:09:11;;31/01/2019 10:09:47;36,203295;FR;Direct;PC;Terminé
798;Ces terres qu’on leur offrait au détriment de la population locales leurs permettaient de s’enrichir;Orthographe;;Orthographe erronée du clitique COI;L1-L2 histoire;B9ZH-Q4QY;31/01/2019 10:09:48;;31/01/2019 10:10:00;12,1836313;FR;Direct;PC;Terminé
799;Alexandre est choisi grâce à ces talents militaires.;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;G5EG-6B8E;31/01/2019 10:10:02;;31/01/2019 10:10:46;44,6970772;FR;Direct;PC;Terminé
800;cette acte juridique montre... ;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;MZLZ-687G;31/01/2019 10:10:47;;31/01/2019 10:11:10;22,3285778;FR;Direct;PC;Terminé
801;On peut voir en quoi cet édition essait de rester le plus proche possible de l’original.;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;85RU-4RDJ;31/01/2019 10:11:10;;31/01/2019 10:11:25;14,7189378;FR;Direct;PC;Terminé
802;cette assassinat;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;WJQW-24TH;31/01/2019 10:11:26;;31/01/2019 10:11:49;22,6117601;FR;Direct;PC;Terminé
803;le prince qui concède cette accord ;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;JWHR-EXK6;31/01/2019 10:11:50;;31/01/2019 10:12:12;22,0774498;FR;Direct;PC;Terminé
804;C’est cette évêque qui l’a excommunié ;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;8S39-NUSD;31/01/2019 10:12:13;;31/01/2019 10:12:24;11,2228464;FR;Direct;PC;Terminé
805;Les « récits du divin Auguste » gravés dans la pierre contiennent à la fois son testament et le récit de ces grands faits.;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;P6UJ-M9N9;31/01/2019 10:12:26;;31/01/2019 10:12:41;15,1913063;FR;Direct;PC;Terminé
806;Tout d'abord, le cortège funéraire respecte les traditions aristocratiques et s'inscrit dans cette élitisme aristocratique. ;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;VQSS-Y6TX;31/01/2019 10:12:42;;31/01/2019 10:13:03;21,4239207;FR;Direct;PC;Terminé
807;Tout d'abord dans une première partie Dion Cassius nous expose le testament d'Auguste, ces donations et ces recommandation;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;4NFH-RBY9;31/01/2019 10:13:04;;31/01/2019 10:13:21;17,5323997;FR;Direct;PC;Terminé
808;Ce qui s’y opposerons serons arrêtés;Orthographe;;Accord erroné pronom personnel-verbe;L1-L2 histoire;DZKT-FZYS;31/01/2019 10:13:22;;31/01/2019 10:16:51;209,3971822;FR;Direct;PC;Terminé
809;Alexandre est choisi grâce à ces talents militaires.;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;B63K-DM3C;31/01/2019 10:16:52;;31/01/2019 10:17:35;43,0105784;FR;Direct;PC;Terminé
810;Cette argent vient de sa fortune personnelle et montre sa bonté évergétisme;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;MTTD-WCZC;31/01/2019 10:17:38;;31/01/2019 10:17:55;16,5195815;FR;Direct;PC;Terminé
811;Ainsi Auguste dit cela dans le but de renforcer la croyance sur le fait qu'il a bien restoré la Republique et non pas usurpé le pouvoir comme le dise ces détracteurs;Orthographe;;Emploi erroné d’un déterminant démonstratif au lieu du déterminant possessif;L1-L2 histoire;BEZX-XKH8;31/01/2019 10:17:57;;31/01/2019 10:18:32;35,2063404;FR;Direct;PC;Terminé
812;Pour cela la fermeture des portes du temple de Janus illustre bien cet ère de paix;Orthographe;;Accord erroné déterminant-nom en genre ;L1-L2 histoire;A5MF-UY8F;31/01/2019 10:18:33;;31/01/2019 10:18:45;12,4645112;FR;Direct;PC;Terminé
813;L’absolutisme c’est construit ;Orthographe;;Emploi erroné d’un « c » au lieu d’un « s » dans un pronom personnel réfléchi « se »;L1-L2 histoire;8TAF-BZ9D;31/01/2019 10:18:47;;31/01/2019 10:22:15;207,8403061;FR;Direct;PC;Terminé
814;Athènes n’a pas attendu les guerres médiques pour ce faire connaître des Grecs;Orthographe;;Emploi erroné d’un « c » au lieu d’un « s » dans un pronom personnel réfléchi « se »;L1-L2 histoire;FSTW-ACJS;31/01/2019 10:22:16;;31/01/2019 10:22:29;12,9948744;FR;Direct;PC;Terminé
815;il c’est imposé comme;Orthographe;;Emploi erroné d’un « c » au lieu d’un « s » dans un pronom personnel réfléchi « se »;L1-L2 histoire;B5ZL-4GCU;31/01/2019 10:22:30;;31/01/2019 10:24:12;102,6691461;FR;Direct;PC;Terminé
816;C'est deux puissance influente deviennent concurrentes;Orthographe;;Orthographe erronée du déterminant démonstratif;L1-L2 histoire;NYU5-Q49B;31/01/2019 10:24:14;;31/01/2019 10:24:54;40,6751547;FR;Direct;PC;Terminé
817;On peut alors ce demander en quoi ce texte nous informe t-il sur les nouveaux rouages et transmission du pouvoir du régime installé par Auguste tout en reflétant surtout la vision de l'auteur Dion Cassius ? ;Orthographe;;Emploi erroné d’un « c » au lieu d’un « s » dans un pronom personnel réfléchi « se »;L1-L2 histoire;RX8D-VGE7;31/01/2019 10:24:56;;31/01/2019 10:25:09;13,723198;FR;Direct;PC;Terminé
818;L’Église et le roi encourage se système.;Orthographe;;Emploi erroné du pronom réfléchi « se » au lieu du déterminant démonstratif;L1-L2 histoire;MRGT-RAGF;31/01/2019 10:25:10;;31/01/2019 10:26:11;60,739252;FR;Direct;PC;Terminé
819;Quelle forme avaient ses documents ?;Orthographe;;Emploi erroné d’un déterminant possessif au lieu du déterminant démonstratif;L1-L2 histoire;V755-7QMP;31/01/2019 10:26:12;;31/01/2019 10:28:54;162,437356;FR;Direct;PC;Terminé
820;Il y eu de nombreuses destructions connues de documents (ceux qui ne correspond pas à une volonté de transmettre une trace). ;Orthographe;;Accord erroné pronom personnel-antécédent;L1-L2 histoire;VY3N-S5FW;31/01/2019 10:28:55;;31/01/2019 10:29:54;58,8271775;FR;Direct;PC;Terminé
821;Du XIIIe au XVe siècle ce développe da façon croissante les pouvoirs monarchiques.;Orthographe;;Emploi erroné d’un « c » au lieu d’un « s » dans un pronom personnel réfléchi « se »;L1-L2 histoire;QYXG-MJJH;31/01/2019 10:29:55;;31/01/2019 10:30:12;17,4008154;FR;Direct;PC;Terminé
822;Cet confrérie accomplissait des actes de charités envers les pauvres, mais aussi au membres de la confréries.;Orthographe;;"Accord erroné déterminant-nom en genre 
Accord erroné déterminant-nom en nombre";L1-L2 histoire;YNXM-PL8C;31/01/2019 10:30:13;;31/01/2019 10:31:00;46,6029975;FR;Direct;PC;Terminé
823;un ensemble de pratiques et de rites auquel le monarque doit se plier;Orthographe;;Accord erroné en nombre entre le pronom relatif et son antécédent;L1-L2 histoire;9HJG-MW4E;31/01/2019 10:31:01;;31/01/2019 10:32:07;66,0165781;FR;Direct;PC;Terminé
824;nous allons observer quelle est le rôle de la guerre;Orthographe;;Accord erroné en nombre entre le pronom relatif et son antécédent;L1-L2 histoire;4WLZ-LZKC;31/01/2019 10:32:08;;31/01/2019 10:32:25;16,5011169;FR;Direct;PC;Terminé
825;Alexandre et tout ses successeurs;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;3TST-EFVC;31/01/2019 10:32:26;;31/01/2019 10:34:28;122,4679723;FR;Direct;PC;Terminé
826;il est sorti vainqueur à la pointe de la lance de tout ses combats;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;95D7-5P2E;31/01/2019 10:34:29;;31/01/2019 10:34:48;19,1875882;FR;Direct;PC;Terminé
827;Conquérir le pouvoir par tout les moyens;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;BJ8T-X9DJ;31/01/2019 10:34:49;;31/01/2019 10:35:03;14,0140469;FR;Direct;PC;Terminé
828;Pour être citoyen à Sparte, il faut être né d’un mariage légitime entre un homme et une femme, tout deux spartiates.;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;76TK-CXGM;31/01/2019 10:35:04;;31/01/2019 10:35:29;24,2296588;FR;Direct;PC;Terminé
829;Tout les stratège sont condammer à mort, ;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;ARLH-XC7A;31/01/2019 10:35:29;;31/01/2019 10:35:42;12,8723089;FR;Direct;PC;Terminé
830;En effet en 2 av J-C Auguste possède déjà tout les pouvoirs et presque tout les titres politiques ou religieux. ;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;6UTZ-X8TN;31/01/2019 10:35:43;;31/01/2019 10:35:59;15,8189301;FR;Direct;PC;Terminé
831;En effet en 2 av J-C Auguste possède déjà tout les pouvoirs et presque tout les titres politiques ou religieux. ;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;78FD-TEMU;31/01/2019 10:36:00;;31/01/2019 10:36:20;20,0484809;FR;Direct;PC;Terminé
832;Tous cela permet de montrer une image positive d'Auguste en l'éloignant d'une vision tyrannique ou monarchique.;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;DY3D-PLH4;31/01/2019 10:36:22;;31/01/2019 10:36:52;30,4480769;FR;Direct;PC;Terminé
833;Cette polysémie du mot « amitié » se retrouve dans presque tout les documents.;Orthographe;;Accord erroné déterminant-nom en nombre;L1-L2 histoire;JLSN-YNK4;31/01/2019 10:36:53;;31/01/2019 10:37:12;19,5347767;FR;Direct;PC;Terminé
